year,make,model,trim,exterior_color,interior_color,drivetrain,fuel_type,transmission,mileage,in_accident,1_owner,personal_used,price
2017,Toyota,RAV4,LE,Magnetic Gray Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,56526,TRUE,FALSE,FALSE,20899
2020,Toyota,Corolla,XSE,Super White,White,Front-wheel Drive,Gasoline,Automatic CVT,20419,FALSE,TRUE,TRUE,24995
2017,Toyota,Tacoma,SR,White,Gray,RWD,Gasoline,6-Speed Automatic,38453,FALSE,TRUE,FALSE,29995
2020,Toyota,Camry,LE,Black,Black,FWD,Gasoline,8-Speed Automatic,89719,TRUE,TRUE,FALSE,21395
2020,Toyota,Prius Prime,LE,Gray,Black,Front-wheel Drive,Hybrid,Automatic CVT,32023,FALSE,TRUE,TRUE,29959
2013,Toyota,Corolla,LE,White,Gray,Front-wheel Drive,Gasoline,4-Speed Automatic,116360,FALSE,TRUE,TRUE,13998
2022,Toyota,Tundra,SR5,Super White,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,22770,FALSE,TRUE,FALSE,52375
2016,Toyota,Camry,SE,Super White,Black,Front-wheel Drive,Gasoline,Automatic,78061,FALSE,FALSE,TRUE,17995
2021,Toyota,RAV4,LE,Gray,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,14374,FALSE,TRUE,TRUE,29749
2015,Toyota,Camry,XSE,Blue Crush Metallic,Ash,Front-wheel Drive,Gasoline,6-Speed Automatic,88309,FALSE,FALSE,TRUE,18000
2022,Toyota,Camry,SE,Gray,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,20349,FALSE,TRUE,TRUE,29000
2019,Toyota,Corolla,SE,White,Ash,Front-wheel Drive,Gasoline,Automatic CVT,100925,FALSE,FALSE,TRUE,20991
2021,Toyota,Prius,LE,White,Black,Front-wheel Drive,Hybrid,Automatic CVT,41254,FALSE,TRUE,FALSE,27000
2019,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,44944,FALSE,FALSE,TRUE,22996
2022,Toyota,Corolla,SE,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,24367,FALSE,TRUE,TRUE,28591
2021,Toyota,RAV4 Prime,XSE,Blue,Black,All-wheel Drive,Hybrid,Automatic CVT,58980,FALSE,TRUE,TRUE,44687
2021,Toyota,Prius Prime,Limited,Magnetic Gray Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,48548,FALSE,TRUE,TRUE,35591
2021,Toyota,Prius,LE,Classic Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,40866,FALSE,TRUE,FALSE,28488
2021,Toyota,Camry,SE,Predawn Gray Mica,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,48493,FALSE,TRUE,FALSE,29988
2020,Toyota,Corolla,LE,Classic Silver Metallic,Light Gray,Front-wheel Drive,Gasoline,Automatic CVT,17134,TRUE,TRUE,TRUE,20149
2020,Toyota,RAV4 Hybrid,LE,Silver Sky Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,28369,TRUE,TRUE,FALSE,31449
2013,Toyota,RAV4,LE,Black,Gray,All-wheel Drive,Gasoline,Automatic,171029,TRUE,FALSE,TRUE,10999
2018,Toyota,RAV4,LE,Black,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,97691,FALSE,FALSE,FALSE,18952
2015,Toyota,Camry Hybrid,XLE,Blizzard Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,61116,FALSE,TRUE,FALSE,20955
2007,Toyota,Sienna,XLE,White,Taupe,Front-wheel Drive,Gasoline,5-Speed Automatic,106703,FALSE,TRUE,TRUE,10995
2019,Toyota,Highlander,LE,Midnight Black Metallic,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,48999,FALSE,TRUE,TRUE,29952
2020,Toyota,C-HR,XLE,Black Sand Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,23049,FALSE,TRUE,TRUE,26899
2021,Toyota,Corolla,XSE,Silver,Black,FWD,Gasoline,Automatic CVT,11082,FALSE,TRUE,TRUE,27998
2019,Toyota,Camry,XSE,Predawn Gray Mica,Red,Front-wheel Drive,Gasoline,8-Speed Automatic,51775,FALSE,FALSE,TRUE,27000
2021,Toyota,Corolla,LE,Super White,Moonstone,Front-wheel Drive,Gasoline,Automatic CVT,31748,FALSE,TRUE,TRUE,22896
2021,Toyota,Corolla,LE,Black Sand Pearl,Moonstone,Front-wheel Drive,Gasoline,Automatic CVT,60667,FALSE,TRUE,FALSE,20900
2011,Toyota,Prius,I,Gray,Gray,Front-wheel Drive,Hybrid,Automatic CVT,115356,FALSE,FALSE,FALSE,12950
2010,Toyota,Corolla,LE,Magnetic Gray Metallic,Ash,Front-wheel Drive,Gasoline,Automatic,142450,FALSE,FALSE,FALSE,8490
2003,Toyota,Tacoma,Xtracab,Green,Charcoal,Rear-wheel Drive,Gasoline,5-Speed Manual,121894,TRUE,TRUE,TRUE,14995
2004,Toyota,4Runner,Sport,Silver,Gray,Four-wheel Drive,Gasoline,5-Speed Automatic,122254,FALSE,TRUE,TRUE,22995
2015,Toyota,Corolla,LE Plus,Blue,Gray,Front-wheel Drive,Gasoline,Automatic CVT,104271,FALSE,FALSE,TRUE,15990
2019,Toyota,Corolla,L,Gray,Gray,Front-wheel Drive,Gasoline,Automatic CVT,120468,FALSE,TRUE,FALSE,14990
2022,Toyota,Prius Prime,XLE,Midnight Black Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,28484,FALSE,TRUE,TRUE,34820
2010,Toyota,Corolla,S,Classic Silver Metallic,Black,Front-wheel Drive,Gasoline,4-Speed Automatic,207853,FALSE,FALSE,TRUE,5995
2021,Toyota,Prius Prime,XLE,Midnight Black Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,10251,FALSE,TRUE,TRUE,34898
2018,Toyota,Prius Prime,Premium,White,Black,Front-wheel Drive,Hybrid,Automatic CVT,97738,FALSE,TRUE,FALSE,22488
2022,Toyota,4Runner,TRD Off Road Premium,Midnight Black Metallic,Black / Graphite,Four-wheel Drive,Gasoline,5-Speed Automatic,36142,FALSE,TRUE,FALSE,44988
2017,Toyota,Tacoma,SR5,Quicksand,Gray,Rear-wheel Drive,Gasoline,6-Speed Automatic,38395,FALSE,FALSE,FALSE,31488
2022,Toyota,Corolla,APEX SE,CELESTITE,Black,Front-wheel Drive,Gasoline,Automatic CVT,17993,FALSE,TRUE,TRUE,24998
2020,Toyota,Camry,SE,Red,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,42069,FALSE,FALSE,TRUE,26998
2020,Toyota,RAV4,XLE,White,White,Front-wheel Drive,Gasoline,8-Speed Automatic,33483,FALSE,FALSE,TRUE,29777
2019,Toyota,Mirai,Base,Black,Blue,Front-wheel Drive,Electric,1-Speed Automatic,29021,FALSE,TRUE,TRUE,18998
2021,Toyota,RAV4,LE,White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,41314,FALSE,TRUE,FALSE,27389
2017,Toyota,Prius Prime,Premium,Blizzard Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,65730,FALSE,TRUE,TRUE,25488
2020,Toyota,RAV4,XLE,Magnetic Gray Metallic,Light Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,17776,FALSE,TRUE,TRUE,32988
2022,Toyota,Camry,SE,Supersonic Red,Black/Red,Front-wheel Drive,Gasoline,Automatic,11525,FALSE,TRUE,TRUE,31788
2020,Toyota,Camry,SE Nightshade,Celestial Silver Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,10087,FALSE,TRUE,TRUE,29788
2021,Toyota,Prius Prime,LE,Super White,Black,Front-wheel Drive,Hybrid,Automatic CVT,16000,FALSE,TRUE,TRUE,34888
2022,Toyota,Camry,SE Nightshade,Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,9145,FALSE,TRUE,TRUE,30988
2021,Toyota,RAV4 Hybrid,LE,Super White,Black,All-wheel Drive,Hybrid,Automatic CVT,36904,FALSE,TRUE,TRUE,35781
2020,Toyota,Camry,LE,Celestial Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,31705,FALSE,TRUE,TRUE,29894
2019,Toyota,Tacoma,SR,Super White,Gray,Rear-wheel Drive,Gasoline,6-Speed Automatic,63911,FALSE,TRUE,FALSE,25999
2022,Toyota,RAV4,LE,Silver Sky Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,20388,FALSE,TRUE,TRUE,28990
2020,Toyota,Camry,XSE,Black,Red,Front-wheel Drive,Gasoline,8-Speed Automatic,25649,FALSE,TRUE,TRUE,31998
2022,Toyota,Camry,LE,Black,Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,17232,FALSE,TRUE,TRUE,27998
2019,Toyota,Camry,LE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,35750,TRUE,TRUE,TRUE,23998
2021,Toyota,RAV4,XLE,White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,19495,FALSE,TRUE,FALSE,30988
2021,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,17630,FALSE,TRUE,FALSE,27488
2019,Toyota,Sienna,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,26280,FALSE,TRUE,FALSE,38988
2020,Toyota,RAV4,LE,Silver Sky Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,58670,FALSE,TRUE,TRUE,26798
2019,Toyota,Corolla,L,Super White,Black,Front-wheel Drive,Gasoline,Automatic CVT,94474,FALSE,FALSE,TRUE,18400
2021,Toyota,Corolla Hybrid,LE,Blueprint,Black,Front-wheel Drive,Hybrid,Automatic CVT,69384,TRUE,TRUE,TRUE,23249
2015,Toyota,Prius,Two,Black,Gray,Front-wheel Drive,Hybrid,Automatic CVT,89995,FALSE,FALSE,FALSE,17998
2004,Toyota,Sequoia,SR5,Silver Sky Metallic,Charcoal,Rear-wheel Drive,Gasoline,Automatic,166750,TRUE,FALSE,TRUE,8999
2020,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,21390,FALSE,FALSE,TRUE,27998
2019,Toyota,Camry,LE,Gray,Gray,FWD,Gasoline,8-Speed Automatic,114500,FALSE,TRUE,FALSE,19095
2017,Toyota,RAV4,LE,Super White,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,75237,TRUE,FALSE,FALSE,18895
2014,Toyota,Prius c,Four,GRAY,GRAY,Front-wheel Drive,Gasoline,Automatic,118436,TRUE,FALSE,TRUE,11855
2014,Toyota,Corolla,LE,Gray,Brown,Front-wheel Drive,Gasoline,Automatic,97275,TRUE,FALSE,TRUE,12995
2019,Toyota,Camry,XSE,Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,48924,FALSE,FALSE,TRUE,28588
2019,Toyota,Prius Prime,Premium,Blue,Black,Front-wheel Drive,Hybrid,Automatic CVT,21104,FALSE,TRUE,TRUE,29998
2019,Toyota,Camry,SE,Super White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,26778,FALSE,FALSE,TRUE,32991
2020,Toyota,Camry,XSE,Celestial Silver Metallic,Red,Front-wheel Drive,Gasoline,8-Speed Automatic,40817,FALSE,TRUE,TRUE,31291
2022,Toyota,Camry,SE,Gray,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,18877,FALSE,TRUE,TRUE,28756
2020,Toyota,Prius Prime,Limited,Titanium Glow,Black,Front-wheel Drive,Hybrid,Automatic CVT,50696,FALSE,TRUE,TRUE,31991
2021,Toyota,Camry,LE,Galactic Aqua,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,52043,FALSE,TRUE,TRUE,24692
2022,Toyota,Camry,SE,White,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,18600,FALSE,TRUE,TRUE,28841
2022,Toyota,Camry Hybrid,SE,Predawn Gray Mica,Ash,Front-wheel Drive,Hybrid,Automatic CVT,10371,TRUE,TRUE,TRUE,34993
2013,Toyota,Prius,Two,GREEN,GRAY,Front-wheel Drive,Gasoline,Automatic,156224,FALSE,TRUE,TRUE,9999
2021,Toyota,Prius,LE,Red,Black,Front-wheel Drive,Hybrid,Automatic CVT,41304,FALSE,TRUE,FALSE,28988
2021,Toyota,Prius,LE,Super White,Black,Front-wheel Drive,Hybrid,Automatic CVT,40796,FALSE,TRUE,FALSE,30988
2021,Toyota,4Runner,SR5 Premium,Super White,Graphite,Four-wheel Drive,Gasoline,5-Speed Automatic,57900,FALSE,TRUE,FALSE,41588
2016,Toyota,Prius,Two,Super White,Moonstone,Front-wheel Drive,Hybrid,Automatic CVT,38784,FALSE,FALSE,FALSE,22500
2020,Toyota,Camry,LE,Super White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,84784,FALSE,FALSE,FALSE,19895
2016,Toyota,Prius,Two,Gray,Black,Front-wheel Drive,Hybrid,Automatic CVT,106376,TRUE,FALSE,TRUE,17950
2018,Toyota,Prius Prime,Premium,Classic Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,48677,FALSE,TRUE,TRUE,26500
2016,Toyota,Tundra,SR5,Silver Sky Metallic,Graphite,Rear-wheel Drive,Gasoline,6-Speed Automatic,74257,FALSE,FALSE,TRUE,34894
2022,Toyota,Camry,SE,Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,11844,FALSE,TRUE,FALSE,24999
2014,Toyota,Corolla,LE,Silver,Gray,Front-wheel Drive,Gasoline,Automatic CVT,122026,FALSE,FALSE,TRUE,12995
2007,Toyota,Camry,XLE,Silver,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,123531,TRUE,FALSE,TRUE,9885
2004,Toyota,Sienna,XLE,Tan,Fawn,Front-wheel Drive,Gasoline,5-Speed Automatic,147450,FALSE,TRUE,TRUE,7999
2003,Toyota,Sequoia,SR5,Salsa Red Pearl,Tan,Rear-wheel Drive,Gasoline,4-Speed Automatic,262632,FALSE,TRUE,TRUE,5999
2020,Toyota,Camry,XSE,Wind Chill Pearl,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,54081,FALSE,TRUE,TRUE,29721
2011,Toyota,4Runner,SR5,Black,Black / Graphite,Rear-wheel Drive,Gasoline,5-Speed Automatic,170033,FALSE,FALSE,FALSE,17285
2022,Toyota,Highlander,XLE,Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,10258,FALSE,TRUE,TRUE,41865
2011,Toyota,RAV4,Sport,White,Gray,FWD,Gasoline,4-Speed Automatic,32417,FALSE,FALSE,TRUE,20998
2016,Toyota,RAV4,SE,White,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,117998,FALSE,FALSE,TRUE,18839
2010,Toyota,Prius,II,Silver,Gray,Front-wheel Drive,Hybrid,Automatic CVT,149955,TRUE,FALSE,TRUE,8995
2021,Toyota,Tacoma,TRD Off Road,Silver,Black,Four-wheel Drive,Gasoline,6-Speed Automatic,48332,TRUE,TRUE,FALSE,40295
2020,Toyota,Camry,LE,Predawn Gray Mica,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,56755,FALSE,TRUE,FALSE,28188
2019,Toyota,Corolla,LE,Super White,Black,Front-wheel Drive,Gasoline,Automatic CVT,78787,FALSE,TRUE,FALSE,22332
2000,Toyota,Tacoma,Base (A4),Green,Gray,Rear-wheel Drive,Gasoline,4-Speed Automatic,130444,FALSE,FALSE,TRUE,9995
2003,Toyota,Tacoma,Double Cab,Silver,Charcoal,Four-wheel Drive,Gasoline,4-Speed Automatic,130966,FALSE,FALSE,TRUE,18777
2021,Toyota,Corolla,LE,White,Light Gray,Front-wheel Drive,Gasoline,Automatic CVT,42250,FALSE,TRUE,FALSE,19888
2022,Toyota,RAV4,LE,Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,20179,FALSE,TRUE,TRUE,29488
2022,Toyota,RAV4,LE,Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,15600,FALSE,TRUE,TRUE,29488
2021,Toyota,Camry,SE,Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,18399,FALSE,TRUE,FALSE,27288
2022,Toyota,RAV4,LE,Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,16778,FALSE,TRUE,TRUE,29488
2022,Toyota,RAV4,LE,Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,16824,FALSE,TRUE,TRUE,29488
2021,Toyota,Camry,SE,Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,20462,FALSE,TRUE,FALSE,27488
2022,Toyota,Highlander Hybrid,XLE,Black,Black,Front-wheel Drive,Hybrid,Automatic CVT,12125,FALSE,TRUE,TRUE,47988
2019,Toyota,Tacoma,SR5,Silver Sky Metallic,Gray,Rear-wheel Drive,Gasoline,6-Speed Automatic,48221,FALSE,FALSE,TRUE,32488
2022,Toyota,RAV4,LE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,16764,FALSE,TRUE,TRUE,29488
2022,Toyota,RAV4,LE,Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,19620,FALSE,TRUE,TRUE,29488
2021,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,18488,FALSE,TRUE,FALSE,27488
2022,Toyota,Corolla Hybrid,LE,Blue,Black,Front-wheel Drive,Hybrid,Automatic CVT,37532,FALSE,TRUE,TRUE,27488
2021,Toyota,RAV4,XLE,Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic,21775,FALSE,TRUE,FALSE,29988
2021,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,19174,FALSE,TRUE,FALSE,27778
2020,Toyota,RAV4,XLE,Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,30662,FALSE,TRUE,TRUE,30488
2022,Toyota,Corolla,SE Nightshade,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,13682,FALSE,TRUE,TRUE,28988
2020,Toyota,RAV4,XLE,Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,30662,FALSE,TRUE,TRUE,30488
2022,Toyota,Corolla,SE Nightshade,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,13682,FALSE,TRUE,TRUE,28988
2020,Toyota,Tacoma,SR5,Silver,Black / Red,Rear-wheel Drive,Gasoline,6-Speed Automatic,40437,FALSE,TRUE,TRUE,32988
2020,Toyota,Tacoma,SR,Red,Cement,Rear-wheel Drive,Gasoline,6-Speed Automatic,35619,FALSE,TRUE,TRUE,28988
2021,Toyota,Camry,SE,Gray,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,18913,FALSE,TRUE,FALSE,27488
2021,Toyota,Highlander,Limited,Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,24996,FALSE,TRUE,FALSE,44488
2021,Toyota,Tacoma,SR5,Red,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,14993,FALSE,TRUE,TRUE,33988
2021,Toyota,Camry,SE,White,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,19047,FALSE,TRUE,FALSE,27788
2021,Toyota,RAV4 Prime,SE,Gray,Black,All-wheel Drive,Hybrid,Automatic CVT,27943,FALSE,TRUE,TRUE,45988
2021,Toyota,Camry,XSE V6,Wind Chill Pearl,Red,Front-wheel Drive,Gasoline,8-Speed Automatic,31426,FALSE,TRUE,TRUE,35995
2022,Toyota,Highlander,XLE,Ruby Flare Pearl,Black,All-wheel Drive,Gasoline,8-Speed Automatic,9980,FALSE,TRUE,TRUE,45995
2008,Toyota,Highlander Hybrid,Limited,Blizzard Pearl White,Sand Beige,All-wheel Drive,Hybrid,Automatic CVT,94372,FALSE,TRUE,TRUE,16650
2021,Toyota,Camry,SE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,12521,FALSE,TRUE,TRUE,28959
2012,Toyota,Corolla,LE,Black Sand Pearl,Ash,Front-wheel Drive,Gasoline,4-Speed Automatic,151445,FALSE,TRUE,TRUE,9981
2015,Toyota,RAV4,XLE,Red,Tan,AWD,Gasoline,6-Speed Automatic,110768,FALSE,FALSE,FALSE,18595
2020,Toyota,Corolla,LE,Black,Black,Front-wheel Drive,Gasoline,Automatic CVT,80020,FALSE,TRUE,FALSE,21095
2019,Toyota,86,GT,Silver,Black,Rear-wheel Drive,Gasoline,6-Speed Manual,14269,FALSE,FALSE,TRUE,27998
2015,Toyota,Prius,Three,WHITE,GRAY,Front-wheel Drive,Gasoline,Automatic,132206,TRUE,FALSE,FALSE,14495
2020,Toyota,Camry,LE,White,Black,Front-wheel Drive,Gasoline,Automatic,91675,FALSE,TRUE,FALSE,19200
2020,Toyota,Sienna,L,Super White,Ash,Front-wheel Drive,Gasoline,Automatic,15000,FALSE,FALSE,FALSE,56888
2018,Toyota,RAV4,XLE,Red,Tan,All-wheel Drive,Gasoline,6-Speed Automatic,103738,FALSE,FALSE,FALSE,19998
2020,Toyota,Prius Prime,XLE,Classic Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,23967,FALSE,TRUE,FALSE,31891
2021,Toyota,Mirai,XLE,Gray,Black,Rear-wheel Drive,Electric,1-Speed Automatic,33643,FALSE,TRUE,TRUE,26671
2022,Toyota,RAV4 Prime,XSE,White,Black,All-wheel Drive,Hybrid,Automatic CVT,6931,FALSE,FALSE,TRUE,52999
2022,Toyota,Camry,SE,Black,Ash,Front-wheel Drive,Gasoline,8-Speed Automatic,15766,FALSE,TRUE,TRUE,29043
2011,Toyota,Prius,II,Classic Silver Metallic,Misty Gray,Front-wheel Drive,Hybrid,Automatic CVT,74565,FALSE,FALSE,TRUE,14991
2020,Toyota,RAV4 Hybrid,XLE,Gray,Black,All-wheel Drive,Hybrid,Automatic CVT,28105,FALSE,FALSE,TRUE,35800
2021,Toyota,Camry,SE,Red,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,37848,FALSE,TRUE,TRUE,25500
2012,Toyota,Corolla,LE,Ice,Ash,Front-wheel Drive,Gasoline,4-Speed Automatic,65358,FALSE,TRUE,TRUE,16617
2014,Toyota,Tundra,1794,Sunset Bronze Mica,Black / Brown,Four-wheel Drive,Gasoline,6-Speed Automatic,131467,FALSE,FALSE,TRUE,30000
2010,Toyota,Tacoma,PreRunner,Magnetic Gray Metallic,Graphite,Rear-wheel Drive,Gasoline,5-Speed Automatic,202026,FALSE,FALSE,TRUE,16000
2021,Toyota,Tacoma,SR5,Magnetic Gray Metallic,Cement,Rear-wheel Drive,Gasoline,6-Speed Automatic,36213,FALSE,TRUE,TRUE,33000
2018,Toyota,Prius c,One,Black Sand Pearl,Gray / Black,Front-wheel Drive,Hybrid,Automatic CVT,66339,TRUE,TRUE,FALSE,17999
2018,Toyota,Corolla iM,Base,Black Sand Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,136227,FALSE,TRUE,TRUE,12899
2019,Toyota,Mirai,Base,Crystal White,Ocean Blue,Front-wheel Drive,Electric,1-Speed Automatic,35988,TRUE,TRUE,TRUE,14999
2021,Toyota,Camry,SE Nightshade,Galactic Aqua,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,13009,TRUE,TRUE,TRUE,28499
2021,Toyota,4Runner,SR5 Premium,Super White,Black,Rear-wheel Drive,Gasoline,5-Speed Automatic,43936,FALSE,TRUE,FALSE,36499
2020,Toyota,Camry,LE,Super White,Black,FWD,Gasoline,8-Speed Automatic,72845,TRUE,TRUE,FALSE,20999
2022,Toyota,Camry Hybrid,LE,Predawn Gray Mica,Ash,Front-wheel Drive,Hybrid,Automatic,11833,FALSE,TRUE,TRUE,31499
2020,Toyota,Corolla,LE,Super White,Black,Front-wheel Drive,Gasoline,Automatic CVT,60031,FALSE,TRUE,FALSE,20999
2020,Toyota,Camry,SE,Super White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,53098,TRUE,TRUE,TRUE,24999
2020,Toyota,Camry,SE,Predawn Gray Mica,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,23717,TRUE,FALSE,TRUE,25899
2014,Toyota,Prius c,Four,Silver,Gray,Front-wheel Drive,Gasoline,Automatic,74729,TRUE,FALSE,TRUE,12499
2020,Toyota,Tundra,Limited,Midnight Black Metallic,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,37980,FALSE,TRUE,TRUE,47981
2018,Toyota,Prius,One,Classic Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,165236,FALSE,TRUE,TRUE,14980
2017,Toyota,Camry,SE,Silver,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,99163,FALSE,FALSE,FALSE,17995
2022,Toyota,Tacoma,TRD Sport,Barcelona Red Metallic,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,11273,FALSE,TRUE,TRUE,38998
2019,Toyota,C-HR,LE,Blizzard Pearl,Black,FWD,Gasoline,Automatic CVT,53948,FALSE,FALSE,TRUE,22698
2021,Toyota,Camry,SE,Celestial Silver Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,47766,FALSE,FALSE,FALSE,22988
2022,Toyota,GR86,Premium,Halo,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,17541,FALSE,TRUE,TRUE,32788
2019,Toyota,Tacoma,TRD Sport,Quicksand,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,20522,TRUE,FALSE,TRUE,34388
2021,Toyota,Corolla,SE,Classic Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,22984,FALSE,TRUE,TRUE,21788
2020,Toyota,Corolla,LE,Barcelona Red Metallic,Light Gray,Front-wheel Drive,Gasoline,Automatic CVT,23567,TRUE,TRUE,TRUE,20488
2021,Toyota,Corolla,LE,Classic Silver Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,39609,FALSE,TRUE,FALSE,19688
2018,Toyota,Camry,XSE,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,61709,TRUE,TRUE,TRUE,21088
2020,Toyota,Camry,LE,Celestial Silver Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,82887,TRUE,TRUE,FALSE,18988
2012,Toyota,Highlander,SE,Blizzard Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,154697,FALSE,FALSE,TRUE,13688
2022,Toyota,Prius Prime,LE,Classic Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,26207,FALSE,TRUE,TRUE,29138
2019,Toyota,Camry,SE,Red,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,65558,TRUE,TRUE,TRUE,20488
2009,Toyota,Camry,SE,Magnetic Gray Metallic,Ash,Front-wheel Drive,Gasoline,5-Speed Automatic,61407,TRUE,FALSE,FALSE,12988
2019,Toyota,Prius,Limited,Super White,Black,Front-wheel Drive,Hybrid,Automatic CVT,44665,TRUE,TRUE,TRUE,23888
2021,Toyota,Camry,SE,Super White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,40186,TRUE,TRUE,TRUE,23788
2017,Toyota,Tundra,SR5,Magnetic Gray Metallic,Graphite,Four-wheel Drive,Gasoline,6-Speed Automatic,93428,FALSE,FALSE,TRUE,31990
2018,Toyota,Highlander,LE Plus,Silver,Black,All-wheel Drive,Gasoline,8-Speed Automatic,62848,FALSE,TRUE,TRUE,31881
2020,Toyota,Camry,SE,White,Red,Front-wheel Drive,Gasoline,8-Speed Automatic,39772,TRUE,FALSE,TRUE,27001
2020,Toyota,Camry,SE,Blue Streak / Midnight Black Metallic,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,47784,FALSE,FALSE,TRUE,26425
2022,Toyota,RAV4 Prime,XSE,White,Black,All-wheel Drive,Hybrid,Automatic CVT,6931,FALSE,FALSE,TRUE,52999
